DATA_TAB_GENERALINFO	SCL_UNITID	SCL_NAME	SPORT_CODE	SPORT_NAME	ACADEMIC_YEAR	SCL_DIV_14	SCL_SUB_14	CONFNAME_14	D1_FB_CONF_14	SCL_HBCU	SCL_PRIVATE	DATA_TAB_MULTIYRRATE	MULTIYR_APR_RATE_1000_RAW	MULTIYR_APR_RATE_1000_CI	MULTIYR_APR_RATE_1000_OFFICIAL	MULTIYR_ELIG_RATE	MULTIYR_RET_RATE	MULTIYR_SQUAD_SIZE	DATA_TAB_ANNUALRATE	APR_RATE_2014_1000	ELIG_RATE_2014	RET_RATE_2014	NUM_OF_ATHLETES_2014	APR_RATE_2013_1000	ELIG_RATE_2013	RET_RATE_2013	NUM_OF_ATHLETES_2013	APR_RATE_2012_1000	ELIG_RATE_2012	RET_RATE_2012	NUM_OF_ATHLETES_2012	APR_RATE_2011_1000	ELIG_RATE_2011	RET_RATE_2011	NUM_OF_ATHLETES_2011	APR_RATE_2010_1000	ELIG_RATE_2010	RET_RATE_2010	NUM_OF_ATHLETES_2010	APR_RATE_2009_1000	ELIG_RATE_2009	RET_RATE_2009	NUM_OF_ATHLETES_2009	APR_RATE_2008_1000	ELIG_RATE_2008	RET_RATE_2008	NUM_OF_ATHLETES_2008	APR_RATE_2007_1000	ELIG_RATE_2007	RET_RATE_2007	NUM_OF_ATHLETES_2007	APR_RATE_2006_1000	ELIG_RATE_2006	RET_RATE_2006	NUM_OF_ATHLETES_2006	APR_RATE_2005_1000	ELIG_RATE_2005	RET_RATE_2005	NUM_OF_ATHLETES_2005	APR_RATE_2004_1000	ELIG_RATE_2004	RET_RATE_2004	NUM_OF_ATHLETES_2004	DATA_TAB_PUBLICAWARD	PUB_AWARD_15	PUB_AWARD_14	PUB_AWARD_13	PUB_AWARD_12	PUB_AWARD_11	PUB_AWARD_10	PUB_AWARD_09	PUB_AWARD_08	PUB_AWARD_07	PUB_AWARD_06	RAW_OR_CI
 	110671	University of California, Riverside	11	Men's Soccer	2014	1	3	Big West Conference	 	2	0	 	960	977	960	.964028777	.9558823529	76	 	882	.8529411765	.9117647059	21	1000	1	1	18	971	1	.9411764706	18	986	1	.9722222222	19	921	.9146341463	.9024390244	22	954	.9350649351	.9466666667	20	902	.9268292683	.8780487805	22	942	.9358974359	.9487179487	20	893	.8732394366	.9130434783	20	884	.9146341463	.8536585366	22	904	.9452054795	.8630136986	19	-99	0	0	0	0	0	0	0	0	0	0	2
 	110671	University of California, Riverside	19	Women's Basketball	2014	1	3	Big West Conference	 	2	0	 	955	975	955	.9111111111	.9817351598	57	 	950	.9019607843	1	13	981	.962962963	1	14	925	.8833333333	.9333333333	15	967	.9	1	15	871	.8387096774	.9032258065	16	897	.8666666667	.9285714286	15	973	.9818181818	.9636363636	14	977	.9545454545	1	11	1000	1	1	11	978	1	.9555555556	12	938	.9583333333	.9166666667	12	-99	0	0	0	0	0	0	0	0	0	0	2
 	110671	University of California, Riverside	6	Men's Golf	2014	1	3	Big West Conference	 	2	0	 	974	992	992	.9896907216	.9587628866	25	 	1000	1	1	7	942	.9615384615	.9230769231	7	1000	1	1	5	957	1	.9130434783	6	1000	1	1	7	760	.76	.76	7	968	.935483871	1	8	908	.8684210526	.9473684211	10	943	.8857142857	1	9	958	.9166666667	1	9	1000	1	1	6	-99	0	0	0	0	0	0	0	0	0	0	1
 	110671	University of California, Riverside	36	Women's Volleyball	2014	1	3	Big West Conference	 	2	0	 	954	976	954	.9627659574	.9450549451	50	 	969	.9795918367	.9574468085	13	944	.9333333333	.9555555556	12	978	1	.9555555556	12	926	.9387755102	.9111111111	13	989	.9772727273	1	11	1000	1	1	11	989	.9772727273	1	11	890	.8780487805	.9024390244	11	956	1	.9090909091	12	902	.9347826087	.8695652174	12	950	.95	.95	10	-99	0	0	0	0	0	0	0	0	0	0	2
 	110671	University of California, Riverside	2	Men's Basketball	2014	1	3	Big West Conference	 	2	0	 	935	961	935	.9609756098	.8756476684	54	 	957	.9583333333	.9130434783	12	912	.9811320755	.8367346939	14	1000	1	.9523809524	12	886	.9137931034	.8214285714	16	821	.8	.8431372549	14	942	.9230769231	.9615384615	13	900	.96	.84	13	920	1	.8367346939	13	819	.7659574468	.8723404255	12	894	.9423076923	.8461538462	13	963	1	.9259259259	14	-99	0	0	0	0	0	0	0	0	0	0	2
 	110671	University of California, Riverside	25	Women's Golf	2014	1	3	Big West Conference	 	2	0	 	995	999	999	.9891304348	1	23	 	1000	1	1	6	1000	1	1	5	1000	1	1	6	979	.9583333333	1	6	1000	1	1	6	1000	1	1	8	1000	1	1	7	850	.8333333333	.8666666667	8	909	.8181818182	1	6	1000	1	1	6	1000	1	1	7	-99	0	0	0	0	0	0	0	0	0	1	1
 	110671	University of California, Riverside	31	Women's Soccer	2014	1	3	Big West Conference	 	2	0	 	979	990	979	.990625	.9673202614	84	 	988	.9764705882	1	22	973	1	.9436619718	20	987	1	.9736842105	20	968	.9875	.9487179487	22	989	1	.9775280899	24	983	.9666666667	1	23	965	.976744186	.9069767442	23	966	.9540229885	.9770114943	22	962	.9743589744	.9487179487	22	968	.9722222222	.962962963	28	1000	1	1	23	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	32	Women's Swimming	2014	1	3	Big West Conference	 	2	0	 	988	996	988	.9917695473	.9834024896	62	 	986	1	.972972973	19	1000	1	1	13	1000	1	1	17	960	.96	.96	13	970	.9402985075	.9701492537	17	984	1	.9677419355	16	1000	1	1	21	1000	1	1	17	982	.8571428571	1	14	938	.9375	.9375	17	954	.9078947368	1	19	-99	0	0	0	0	0	1	0	0	0	0	2
 	110705	University of California, Santa Barbara	37	Women's Water Polo	2014	1	3	Big West Conference	 	2	0	 	963	980	963	.9397993311	.98	76	 	987	.9733333333	1	19	993	.9868421053	1	19	929	.8857142857	.9428571429	18	942	.9102564103	.9743589744	20	955	.9104477612	.9701492537	17	976	.9838709677	.9677419355	16	952	.9285714286	.9523809524	21	919	.9069767442	.9302325581	22	940	.9104477612	.9402985075	17	960	.9516129032	.9677419355	16	974	.9482758621	1	15	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	33	Women's Tennis	2014	1	3	Big West Conference	 	2	0	 	1000	1000	1000	1	1	25	 	1000	1	1	8	1000	1	1	6	1000	1	1	6	1000	1	1	5	962	1	.9230769231	7	911	.8928571429	.9285714286	7	1000	1	1	6	950	1	.9	5	955	.9090909091	1	6	1000	1	1	5	1000	1	1	6	-99	1	0	0	0	0	0	0	0	0	1	1
 	110705	University of California, Santa Barbara	16	Men's Volleyball	2014	1	3	Big West Conference	 	2	0	 	989	997	989	.9668508287	.9771428571	46	 	1000	1	1	10	961	.9615384615	.96	13	1000	.9583333333	1	12	975	.9523809524	.9473684211	11	974	.9487179487	.9487179487	10	940	.9402985075	.9402985075	17	1000	1	1	17	1000	1	1	17	992	.9523809524	1	16	926	.8936170213	.9574468085	15	941	.9117647059	.9705882353	17	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	6	Men's Golf	2014	1	3	Big West Conference	 	2	0	 	952	979	979	.9385964912	.9298245614	29	 	1000	1	1	7	1000	1	1	6	889	.8518518519	.9259259259	7	871	.9142857143	.8285714286	9	1000	1	1	8	1000	1	1	10	1000	1	1	10	1000	1	1	11	1000	1	1	8	1000	1	1	9	988	.976744186	1	11	-99	0	0	0	0	1	1	1	0	0	0	1
 	110705	University of California, Santa Barbara	35	Women's Track, Outdoor	2014	1	3	Big West Conference	 	2	0	 	968	980	968	.9512195122	.9849906191	136	 	970	.9552238806	.9850746269	34	972	.9574468085	.9858156028	36	979	.9583333333	1	31	953	.9347826087	.9710144928	35	964	.9415584416	.987012987	39	953	.9308176101	.9748427673	40	969	.9175257732	1	25	970	.9797979798	.9595959596	25	981	.9811320755	.9433962264	27	973	.9821428571	.9642857143	29	991	.9824561404	1	31	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	1	Baseball	2014	1	3	Big West Conference	 	2	0	 	956	972	956	.9745547074	.925729443	102	 	1000	1	1	24	903	.93	.875	26	959	.9797979798	.8947368421	27	964	.9897959184	.9387755102	25	1000	.9318181818	.9545454545	22	946	.9459459459	.9189189189	19	950	.9029126214	.9381443299	27	940	.9019607843	.9795918367	26	948	.8962264151	.9423076923	27	929	.9595959596	.898989899	25	926	.8888888889	.962962963	28	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	31	Women's Soccer	2014	1	3	Big West Conference	 	2	0	 	992	997	992	.988372093	.9953271028	110	 	991	.9824561404	1	29	995	.9910714286	1	28	984	.9891304348	.9782608696	25	996	.9910714286	1	28	1000	.9811320755	.9811320755	27	976	1	.952	32	973	.9677419355	.9775280899	24	976	.9761904762	.9523809524	22	979	.914893617	1	24	962	1	.8974358974	24	974	.9736842105	.9736842105	20	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	36	Women's Volleyball	2014	1	3	Big West Conference	 	2	0	 	979	992	979	.9941176471	.9642857143	43	 	1000	1	1	10	979	1	.9583333333	12	951	1	.9	11	988	.975	1	10	977	1	.9523809524	11	943	.9772727273	.9090909091	11	1000	1	1	12	948	.9791666667	.9166666667	12	957	1	.8260869565	12	940	1	.88	13	980	.96	1	13	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	34	Women's Track, Indoor	2014	1	3	Big West Conference	 	2	0	 	967	979	967	.9497098646	.9845261122	132	 	966	.9491525424	.9830508475	30	972	.9574468085	.9858156028	36	979	.9583333333	1	31	953	.9347826087	.9710144928	35	964	.9415584416	.987012987	39	953	.9308176101	.9748427673	40	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	11	Men's Soccer	2014	1	3	Big West Conference	 	2	0	 	933	955	933	.931147541	.9350180505	86	 	870	.8591549296	.8805970149	19	947	.9666666667	.9259259259	17	966	.9565217391	.9756097561	27	942	.9390243902	.9459459459	23	925	.9157894737	.9120879121	26	909	.9325842697	.8850574713	24	922	.9277108434	.9154929577	24	967	.956043956	.978021978	25	933	.9325842697	.8876404494	25	873	.8648648649	.8823529412	22	866	.859375	.873015873	17	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	19	Women's Basketball	2014	1	3	Big West Conference	 	2	0	 	1000	1000	1000	1	.9751552795	43	 	974	1	.9487179487	10	1000	1	1	11	1000	1	1	11	1000	1	.95	11	938	.9464285714	.9285714286	14	945	.9636363636	.9272727273	14	1000	1	1	15	979	1	.9583333333	12	853	.8235294118	.8431372549	14	831	.7627118644	.8644067797	15	971	.9411764706	1	13	-99	1	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	13	Men's Tennis	2014	1	3	Big West Conference	 	2	0	 	976	992	976	1	.9523809524	33	 	974	1	.9473684211	10	968	1	.935483871	8	963	1	.9259259259	7	1000	1	1	8	963	1	.9259259259	7	1000	1	1	6	971	.9411764706	.9411764706	9	967	1	.9333333333	8	919	.9677419355	.8709677419	9	909	1	.8181818182	6	958	1	.9166666667	7	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	29	Women's Softball	2014	1	3	Big West Conference	 	2	0	 	983	993	983	.9913793103	.9649122807	59	 	983	1	.9655172414	15	1000	.9642857143	1	14	983	1	.9666666667	15	965	1	.9285714286	15	950	.9666666667	.9333333333	15	984	1	.96875	16	985	1	.9696969697	17	985	1	.9696969697	17	948	.9253731343	.9402985075	17	941	.9215686275	.9215686275	13	938	.9076923077	.9692307692	17	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	17	Men's Water Polo	2014	1	3	Big West Conference	 	2	0	 	954	974	954	.9402390438	.9601593625	65	 	1000	1	1	12	934	.9473684211	.9210526316	19	949	.8974358974	.9743589744	20	951	.9411764706	.9607843137	14	1000	.962962963	1	14	978	1	.9090909091	12	931	.9310344828	.9310344828	15	950	.95	.95	10	900	.8888888889	.9111111111	12	953	.96875	.9375	9	921	.8421052632	1	11	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	12	Men's Swimming	2014	1	3	Big West Conference	 	2	0	 	967	984	967	.951417004	.975308642	62	 	947	.9210526316	.9736842105	19	1000	1	1	16	947	.9322033898	.9636363636	15	979	.9583333333	.9583333333	12	975	.95	1	21	965	.9583333333	.9722222222	18	973	.9462365591	.978021978	24	978	.9558823529	1	17	974	.9473684211	1	19	987	.9733333333	1	19	948	.9480519481	.9480519481	20	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	2	Men's Basketball	2014	1	3	Big West Conference	 	2	0	 	947	971	947	.955	.9191919192	51	 	951	.9411764706	.9607843137	13	939	.96	.9166666667	13	957	.9574468085	.9574468085	12	942	.9615384615	.8461538462	13	922	.9230769231	.92	13	980	1	.9607843137	13	932	.8636363636	1	11	830	.8723404255	.7872340426	12	870	.86	.88	13	863	.8039215686	.9215686275	13	990	.9807692308	1	13	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	21	Women's Cross Country	2014	1	3	Big West Conference	 	2	0	 	981	992	981	.9773584906	.9849056604	68	 	985	.9701492537	1	17	969	.9692307692	.9692307692	17	994	.9871794872	1	20	973	.9818181818	.9636363636	14	1000	1	1	15	949	.9746835443	.9240506329	21	958	.9154929577	1	19	986	1	.9718309859	19	983	.9655172414	.9655172414	15	1000	1	1	20	989	.9782608696	1	24	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	15	Men's Track, Outdoor	2014	1	3	Big West Conference	 	2	0	 	966	978	966	.9534450652	.9627560521	137	 	972	.9570552147	.9877300613	42	996	.9781021898	.9854014599	35	919	.9366197183	.9014084507	36	979	.9368421053	.9789473684	24	941	.9090909091	.972027972	36	924	.8823529412	.9663865546	30	947	.9268292683	.9674796748	32	961	.9736842105	.9473684211	30	934	.9210526316	.9298245614	30	948	.9482758621	.9482758621	32	978	.9568965517	1	33	-99	0	0	0	0	0	0	0	0	0	0	2
 	110705	University of California, Santa Barbara	3	Men's Cross Country	2014	1	3	Big West Conference	 	2	0	 	978	991	978	.9656862745	.9803921569	52	 	1000	1	1	14	1000	1	1	18	909	.8909090909	.9272727273	14	1000	.9583333333	1	6	968	.935483871	1	8	896	.8333333333	.9583333333	12	936	.9454545455	.9272727273	14	980	1	.9591836735	13	957	.9574468085	.9574468085	12	989	.9772727273	1	12	1000	1	1	14	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	35	Women's Track, Outdoor	2014	1	3	West Coast Conference	 	2	1	 	986	995	986	.9909090909	.9818181818	57	 	979	1	.9583333333	13	1000	1	1	14	984	1	.9677419355	16	981	.962962963	1	14	1000	1	1	11	1000	1	1	11	947	1	.8947368421	10	1000	1	1	9	1000	1	1	6	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	0	1	0	0	2
 	117946	Loyola Marymount University	15	Men's Track, Outdoor	2014	1	3	West Coast Conference	 	2	1	 	994	999	994	1	.988372093	43	 	1000	1	1	11	1000	1	1	11	977	1	.9545454545	11	1000	1	1	10	950	.95	.95	10	1000	1	1	9	957	1	.9130434783	12	1000	1	1	9	1000	1	1	7	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	0	1	0	0	2
 	117946	Loyola Marymount University	13	Men's Tennis	2014	1	3	West Coast Conference	 	2	1	 	993	999	993	1	.9857142857	39	 	1000	1	1	10	1000	1	1	10	1000	1	1	10	969	1	.9375	9	943	.9444444444	.9411764706	9	1000	1	1	5	958	1	.9166666667	6	909	1	.8181818182	7	967	1	.9333333333	8	912	.9411764706	.8823529412	9	1000	1	1	8	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	6	Men's Golf	2014	1	3	West Coast Conference	 	2	1	 	974	991	974	.9827586207	.9473684211	30	 	1000	1	1	8	857	.9285714286	.7857142857	7	1000	1	1	7	1000	1	1	8	1000	1	1	7	1000	1	.9375	8	971	1	.9411764706	9	1000	1	1	6	1000	1	1	8	906	.9375	.875	8	1000	1	1	8	-99	0	0	1	1	1	0	0	0	0	0	2
 	117946	Loyola Marymount University	33	Women's Tennis	2014	1	3	West Coast Conference	 	2	1	 	992	999	992	1	.9677419355	32	 	1000	1	1	8	964	1	.9285714286	7	1000	1	1	8	969	1	.9375	9	1000	1	1	8	1000	1	1	7	962	1	.9230769231	7	958	1	.9166666667	7	938	1	.875	9	853	.8823529412	.8235294118	9	968	.9375	1	8	-99	0	0	1	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	2	Men's Basketball	2014	1	3	West Coast Conference	 	2	1	 	959	979	959	.9898989899	.9270833333	51	 	917	1	.8260869565	13	958	1	.9166666667	12	959	.96	.9583333333	13	1000	1	1	13	923	.9230769231	.9230769231	13	962	.9615384615	.9615384615	13	909	.9583333333	.85	12	963	.8888888889	1	14	940	1	.88	13	980	.96	1	13	1000	1	1	13	-99	0	0	0	0	0	0	0	0	0	1	2
 	117946	Loyola Marymount University	1	Baseball	2014	1	3	West Coast Conference	 	2	1	 	962	977	962	.9782608696	.9337016575	93	 	989	1	.9545454545	22	989	1	.9782608696	23	957	.9574468085	.9361702128	24	912	.9574468085	.8636363636	24	1000	1	.9761904762	21	951	.9512195122	.9	21	989	1	.9787234043	24	922	.9777777778	.8666666667	23	1000	1	1	25	989	1	.976744186	23	988	1	.9756097561	21	-99	0	0	0	0	0	0	0	0	1	0	2
 	117946	Loyola Marymount University	37	Women's Water Polo	2014	1	3	West Coast Conference	 	2	1	 	991	997	991	1	.9813084112	56	 	971	1	.9411764706	18	1000	1	1	16	1000	1	1	9	1000	1	1	13	979	1	.9583333333	12	1000	1	1	9	962	1	.9230769231	13	964	1	.9285714286	14	955	1	.9090909091	11	1000	1	1	11	1000	1	1	12	-99	0	0	1	0	0	0	0	0	0	1	2
 	117946	Loyola Marymount University	21	Women's Cross Country	2014	1	3	West Coast Conference	 	2	1	 	986	995	986	.9909090909	.9818181818	57	 	979	1	.9583333333	13	1000	1	1	14	984	1	.9677419355	16	981	.962962963	1	14	1000	1	1	11	1000	1	1	11	941	1	.8823529412	9	1000	1	1	9	1000	1	1	6	971	1	.9411764706	9	1000	1	1	7	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	31	Women's Soccer	2014	1	3	West Coast Conference	 	2	1	 	990	997	990	1	.9805194805	82	 	1000	1	1	21	1000	1	1	20	975	1	.95	20	987	1	.9743589744	21	978	.9782608696	.9777777778	24	1000	1	1	21	988	1	.975	20	962	.9743589744	.9487179487	20	986	1	.9722222222	18	987	1	.972972973	20	1000	1	1	19	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	3	Men's Cross Country	2014	1	3	West Coast Conference	 	2	1	 	994	999	994	1	.988372093	43	 	1000	1	1	11	1000	1	1	11	977	1	.9545454545	11	1000	1	1	10	950	.95	.95	10	1000	1	1	10	957	1	.9130434783	12	1000	1	1	9	1000	1	1	7	1000	1	1	5	1000	1	1	4	-99	0	0	0	0	0	0	0	1	1	1	2
 	117946	Loyola Marymount University	11	Men's Soccer	2014	1	3	West Coast Conference	 	2	1	 	979	989	979	.9793814433	.9689119171	102	 	939	.9268292683	.9268292683	22	1000	1	1	27	1000	1	1	29	956	.9782608696	.9333333333	24	1000	1	1	25	961	1	.9210526316	21	951	.9756097561	.9024390244	21	951	1	.9024390244	23	986	1	.972972973	19	974	.9736842105	.9736842105	20	978	.9777777778	.9777777778	23	-99	0	1	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	22	Women's Rowing	2014	1	3	West Coast Conference	 	2	1	 	979	990	979	.9882352941	.9642857143	88	 	989	1	.9787234043	25	1000	1	1	23	1000	.975	1	21	917	.9722222222	.8611111111	19	963	.95	.975	20	986	1	.972972973	19	1000	1	1	22	955	.9545454545	.9545454545	23	961	.9736842105	.9473684211	20	1000	1	1	21	986	1	.972972973	19	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	36	Women's Volleyball	2014	1	3	West Coast Conference	 	2	1	 	961	981	961	.956043956	.9545454545	47	 	932	.9090909091	.9545454545	11	938	.9583333333	.9166666667	12	1000	1	1	12	976	.9523809524	.9523809524	12	977	.9545454545	.9545454545	12	1000	1	1	12	913	.9565217391	.8695652174	12	981	1	.9615384615	13	980	.96	1	13	1000	1	.9583333333	12	1000	1	1	12	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	29	Women's Softball	2014	1	3	West Coast Conference	 	2	1	 	990	997	990	.9931972789	.9727891156	74	 	1000	1	1	23	985	1	.9705882353	17	953	.96875	.9375	16	1000	1	.9714285714	18	1000	1	1	18	964	1	.9285714286	22	1000	1	.9705882353	18	983	1	.9666666667	15	983	.9655172414	.9655172414	15	934	.9473684211	.9210526316	19	1000	1	1	17	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	32	Women's Swimming	2014	1	3	West Coast Conference	 	2	1	 	1000	1000	1000	1	1	77	 	1000	1	1	18	1000	1	1	18	1000	1	1	21	1000	1	1	20	1000	1	1	18	1000	1	1	20	1000	1	1	18	1000	1	1	16	982	1	.9642857143	14	1000	1	1	14	1000	1	1	8	-99	1	1	1	1	1	0	0	0	0	1	2
 	117946	Loyola Marymount University	19	Women's Basketball	2014	1	3	West Coast Conference	 	2	1	 	958	978	958	.9633027523	.9439252336	55	 	1000	1	.9583333333	13	929	.9285714286	.9285714286	14	980	1	.96	13	933	.9333333333	.9333333333	15	982	.9642857143	1	14	931	.9310344828	.9310344828	15	1000	1	1	15	964	1	.9285714286	14	948	.9655172414	.9310344828	15	1000	1	1	14	967	.9666666667	.9666666667	15	-99	0	0	0	0	0	0	0	0	0	0	2
 	117946	Loyola Marymount University	17	Men's Water Polo	2014	1	3	West Coast Conference	 	2	1	 	978	992	978	1	.9558823529	40	 	1000	1	1	9	969	1	.9375	9	972	1	.9444444444	10	971	1	.9411764706	12	1000	1	1	7	972	.9444444444	1	9	1000	1	1	9	983	1	.9655172414	15	1000	1	1	13	962	.9615384615	.9615384615	15	1000	1	1	14	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	36	Women's Volleyball	2014	1	3	West Coast Conference	 	2	1	 	1000	1000	1000	1	1	51	 	1000	1	1	12	1000	1	1	14	1000	1	1	13	1000	1	1	12	976	.9523809524	.9523809524	11	1000	1	1	12	977	1	.9545454545	12	955	1	.9090909091	12	935	1	.8695652174	12	979	1	.9583333333	12	1000	1	1	12	-99	1	1	1	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	1	Baseball	2014	1	3	West Coast Conference	 	2	1	 	972	984	972	.9847715736	.9479166667	101	 	1000	1	1	25	940	.96	.92	26	979	1	.9565217391	25	959	.9795918367	.9183673469	25	989	.9777777778	.9761904762	23	946	1	.8913043478	24	938	.9591836735	.914893617	26	914	.9375	.8222222222	26	902	.9565217391	.8043478261	24	922	.9555555556	.8888888889	23	919	.9534883721	.8837209302	22	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	33	Women's Tennis	2014	1	3	West Coast Conference	 	2	1	 	974	991	974	.9827586207	.9649122807	31	 	1000	1	1	9	1000	1	1	6	933	.9333333333	.9333333333	8	963	1	.9230769231	8	1000	1	1	8	1000	1	1	7	967	.9333333333	1	9	933	.9333333333	.8666666667	8	923	1	.8461538462	7	933	1	.8666666667	8	1000	1	1	8	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	31	Women's Soccer	2014	1	3	West Coast Conference	 	2	1	 	975	987	975	.9872611465	.9617834395	83	 	989	1	.9782608696	24	949	.9743589744	.9230769231	22	959	.972972973	.9459459459	19	1000	1	1	18	965	.9302325581	1	22	963	.9523809524	.95	22	963	1	.9024390244	21	989	.9782608696	.9782608696	23	1000	1	.975	20	976	1	.9523809524	21	988	1	.975	20	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	35	Women's Track, Outdoor	2014	1	3	West Coast Conference	 	2	1	 	987	998	998	1	.9743589744	21	 	979	1	.9583333333	13	1000	1	1	8	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	1
 	120883	University of the Pacific	21	Women's Cross Country	2014	1	3	West Coast Conference	 	2	1	 	981	995	995	1	.962962963	28	 	979	1	.9583333333	13	1000	1	1	8	950	1	.9	5	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	1000	1	1	4	-99	-99	-99	-99	857	1	.7142857143	4	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	1	1	0	0	0	0	1	1
 	120883	University of the Pacific	6	Men's Golf	2014	1	3	West Coast Conference	 	2	1	 	935	965	935	.9571428571	.9117647059	38	 	946	.9473684211	.9444444444	10	953	1	.9047619048	11	1000	1	1	8	833	.8666666667	.8	9	971	1	.9375	9	1000	1	1	8	1000	1	1	9	923	.9230769231	.9230769231	7	1000	1	1	7	1000	1	1	6	964	1	.9285714286	7	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	32	Women's Swimming	2014	1	3	West Coast Conference	 	2	1	 	977	988	977	.9771428571	.9770114943	89	 	1000	1	1	22	989	1	.9782608696	23	967	.9565217391	.9782608696	23	951	.9512195122	.95	21	1000	1	.9677419355	16	960	.96	.96	13	981	1	.9615384615	13	966	.9310344828	1	15	969	.96875	.96875	16	973	.972972973	.972972973	19	1000	1	1	18	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	37	Women's Water Polo	2014	1	3	West Coast Conference	 	2	1	 	984	994	984	1	.9593495935	65	 	1000	1	1	16	984	1	.9677419355	16	982	1	.9642857143	15	969	1	.90625	18	956	1	.8823529412	18	971	1	.9428571429	18	983	.9666666667	1	15	929	.9523809524	.9047619048	11	964	1	.9285714286	8	958	.9583333333	.9583333333	12	931	.9310344828	.9310344828	15	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	12	Men's Swimming	2014	1	3	West Coast Conference	 	2	1	 	959	975	959	.9508196721	.956043956	93	 	957	.9347826087	.9782608696	23	962	.9743589744	.9487179487	20	956	.9777777778	.9111111111	23	962	.9245283019	.9807692308	27	973	.9642857143	.9821428571	29	1000	1	1	20	917	.9523809524	.880952381	21	1000	1	1	23	989	.9782608696	1	23	1000	1	1	18	968	.9677419355	.9677419355	17	-99	0	0	0	0	0	0	0	0	0	0	2
 	120883	University of the Pacific	24	Women's Field Hockey	2014	1	3	West Coast Conference	 	2	1	 	974	986	974	.9742268041	.9736842105	100	 	989	1	.9777777778	25	989	1	.9782608696	24	990	.9791666667	1	24	931	.9215686275	.9411764706	27	986	.972972973	1	19	1000	1	.9756097561	23	954	.9772727273	.9302325581	23	989	.9772727273	1	23	988	.9761904762	.9761904762	21	975	1	.95	20	967	1	.9333333333	23	-99	0	0	0	0	0	0	0	0	0	0	2
